id;issue_d;loan_amnt;loan_status;funded_amnt;term;int_rate;installment;grade;sub_grade;verification_status;url;addr_state;total_pymnt
38500334;Jan-15;5000.0;Fully Paid;5000.0; 36 months;дек.99;168.45;C;C2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38500334;MD;5331.76
51075370;Jun-15;6000.0;Current;6000.0; 36 months;14.65;206.97;C;C5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51075370;PA;1443.91
46576810;;5000.0;Current;5000.0; 36 months;сеп.99;161.32;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46576810;CA;1287.78
42323572;Mar-15;12000.0;Current;12000.0; 36 months;юни.39;367.19;A;A2;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=42323572;AZ;3663.38
40541550;Feb-15;35000.0;Fully Paid;35000.0; 60 months;19.99;927.1;E;E3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40541550;;39287.46
49146193;May-15;11200.0;Current;11200.0; 36 months;13.99;382.74;C;C4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=49146193;TX;2670.48
39662294;;20950.0;Current;20950.0; 60 months;17.86;530.4;D;D5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39662294;VA;5813.61
51796257;Jun-15;9975.0;Current;9975.0;;15.61;348.78;D;D1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51796257;CA;2432.81
46428338;May-15;31975.0;Current;; 60 months;21.67;877.13;E;E5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46428338;TX;7040.4
60921330;Sep-15;8000.0;Fully Paid;8000.0; 36 months;ное.53;263.93;B;B5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60921330;PA;8051.25
63527200;Oct-15;;Current;16350.0; 60 months;28.49;513.92;G;G4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63527200;IN;1001.96
38659637;Jan-15;22400.0;Current;22400.0; 36 months;юни.49;686.44;A;A2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38659637;VA;8221.13
44141565;Apr-15;;Current;2000.0; 36 months;дек.69;67.09;C;C2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=44141565;UT;602.4
57915199;Aug-15;5000.0;Fully Paid;5000.0; 36 months;сеп.17;159.4;B;B2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57915199;CA;
31888135;Nov-15;4950.0;Current;4950.0; 36 months;19.99;183.94;E;E4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=31888135;OK;178.44
58070881;Sep-15;30000.0;Current;30000.0; 36 months;авг.18;942.59;B;B1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=58070881;;3756.73
62115296;Oct-15;;Current;35000.0; 36 months;ное.53;1154.66;B;B5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=62115296;NC;3419.14
64988886;Nov-15;18000.0;Current;18000.0;;юни.89;554.89;A;A3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=64988886;IN;1096.0
38529138;Jan-15;20000.0;;20000.0; 36 months;юни.99;617.46;A;A3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38529138;CO;6784.29
25276117;Jan-15;28000.0;Current;; 60 months;сеп.49;587.92;B;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=25276117;PA;7040.28
68577640;Dec-15;12000.0;Issued;12000.0; 36 months;15.77;420.53;D;D1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=68577640;CA;
55221047;Jul-15;;Current;25000.0; 36 months;13.33;846.33;C;C3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55221047;CA;4213.14
39542430;Jan-15;10800.0;Charged Off;10800.0; 36 months;дек.39;360.73;C;C1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39542430;CT;2349.51
63396911;Oct-15;8500.0;Current;8500.0; 36 months;сеп.17;270.98;B;B2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63396911;TX;533.3
55798409;Jul-15;21600.0;Current;21600.0; 36 months;окт.99;707.06;B;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55798409;CA;3508.92
39650471;Jan-15;7000.0;Current;7000.0; 36 months;авг.19;219.97;A;A5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39650471;CA;2416.49
60285346;Sep-15;11125.0;Current;11125.0; 60 months;20.99;300.91;E;E5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60285346;SC;889.76
39649727;Jan-15;9000.0;Fully Paid;9000.0; 36 months;15.99;316.37;D;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39649727;NC;9820.43
65373125;Nov-15;;Current;30000.0; 36 months;сеп.99;967.88;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65373125;CA;984.53
43106571;Mar-15;18500.0;Current;18500.0;;сеп.99;392.98;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43106571;NY;3919.53
51246939;Jun-15;25000.0;Current;25000.0;;юли.26;774.91;A;A4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51246939;NY;5404.2
46397256;Apr-15;7000.0;Current;7000.0; 36 months;окт.99;229.14;B;B4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46397256;CA;1843.8
57244277;Aug-15;20000.0;Current;20000.0; 60 months;18.25;510.6;;E1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57244277;GA;2629.82
43967048;Apr-15;35000.0;Current;35000.0; 36 months;дек.29;1167.36;C;C1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43967048;TX;10482.34
61017786;Oct-15;19800.0;Current;19800.0; 60 months;окт.99;430.41;B;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61017786;TX;1267.05
51881670;Jun-15;6000.0;Current;6000.0; 36 months;сеп.99;193.58;B;B3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51881670;WI;1351.73
51526338;Jun-15;20000.0;Current;20000.0; 36 months;13.33;677.07;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51526338;NC;4783.92
38535013;Jan-15;16000.0;Current;16000.0; 60 months;дек.39;359.08;C;C1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38535013;FL;4286.93
48896477;Jun-15;6000.0;Current;6000.0; 36 months;13.33;203.12;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48896477;IL;1412.95
46610303;Apr-15;11500.0;Current;; 36 months;юни.39;351.89;A;A2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46610303;PA;2811.04
55798533;Jul-15;35000.0;Current;35000.0; 60 months;14.65;826.24;C;C5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55798533;TX;4102.71
44775863;Apr-15;5000.0;Current;5000.0; 36 months;дек.29;166.77;C;C1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=44775863;CA;1497.52
48655897;May-15;9600.0;Late (31-120 days);; 36 months;ное.53;316.71;B;B5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48655897;AK;1568.18
58461317;Aug-15;18000.0;Current;18000.0; 60 months;сеп.17;375.14;B;B2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=58461317;CA;1866.53
55939771;Jul-15;30000.0;Current;30000.0; 60 months;13.99;697.9;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55939771;FL;3466.18
59080338;Sep-15;10000.0;Current;10000.0; 36 months;;312.86;A;A5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59080338;VA;1240.48
66480422;Dec-15;;Current;25000.0; 60 months;17.86;632.94;D;D5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66480422;VA;608.13
60256601;Sep-15;;Current;1000.0; 36 months;май.32;30.дек;A;A1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60256601;WA;119.89
40371294;Feb-15;21000.0;Current;21000.0; 36 months;ное.99;697.41;B;B5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40371294;TX;7741.45
40317917;Feb-15;7500.0;Charged Off;7500.0; 36 months;окт.49;243.74;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40317917;OH;1214.33
57854330;Aug-15;22000.0;Current;22000.0;;юли.89;688.29;A;A5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57854330;CO;2743.52
59109613;Sep-15;13450.0;Current;13450.0; 60 months;;312.89;C;C4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59109613;WA;1225.43
39752508;Jan-15;13000.0;Current;13000.0; 36 months;6.мар;395.67;A;A1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39752508;NJ;6043.66
60616801;Sep-15;10800.0;Current;10800.0; 60 months;19.19;281.29;E;E3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60616801;NY;1102.13
51075327;Jun-15;4000.0;Current;4000.0; 36 months;дек.69;134.18;C;;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51075327;FL;933.62
59201042;Sep-15;35000.0;Current;35000.0; 36 months;15.61;1223.77;D;D1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59201042;MA;4864.73
55787660;Jul-15;2000.0;Current;; 36 months;сеп.99;64.53;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55787660;MD;324.04
46204936;Apr-15;25000.0;Current;25000.0; 36 months;юни.92;771.02;A;A4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46204936;MI;
40951062;Feb-15;15000.0;Current;15000.0; 60 months;15.61;361.67;D;D1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40951062;GA;3656.78
55309049;Jul-15;14000.0;Current;14000.0; 36 months;юни.24;427.44;A;A2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55309049;DC;2559.79
51596249;Jun-15;11500.0;Current;11500.0; 36 months;сеп.17;366.61;B;B2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51596249;FL;2583.84
40327799;Feb-15;15000.0;Current;15000.0; 36 months;дек.39;501.02;C;C1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40327799;NJ;5490.57
41070305;Feb-15;15000.0;Current;15000.0; 36 months;окт.99;491.01;B;B4;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41070305;VA;5378.21
13026045;Feb-15;12000.0;Current;12000.0; 60 months;;275.07;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=13026045;SC;2799.58
38447759;Jan-15;12000.0;Current;12000.0; 60 months;15.99;;D;D2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38447759;WV;3490.46
65735217;Dec-15;10375.0;Current;10375.0; 36 months;17.86;374.36;D;D5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65735217;CA;353.77
51880155;Jun-15;10000.0;Current;10000.0; 36 months;;322.63;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51880155;MD;2252.86
63979937;Nov-15;20875.0;Current;20875.0; 60 months;24.99;612.59;F;F4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63979937;CA;554.63
46556903;Apr-15;21600.0;Current;21600.0; 60 months;20.49;578.18;E;E4;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46556903;FL;4600.85
50920488;Jul-15;16000.0;Current;16000.0; 60 months;18.55;411.1;E;E2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50920488;NY;2433.62
65443457;Nov-15;6000.0;Current;6000.0; 36 months;ное.49;197.83;B;B5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65443457;TX;380.34
60576679;Sep-15;13000.0;Current;13000.0; 36 months;дек.29;433.59;C;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60576679;GA;1327.39
63185608;Nov-15;10000.0;Current;10000.0; 36 months;14.65;344.95;C;C5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63185608;FL;
63722621;Nov-15;10000.0;Current;10000.0; 60 months;17.86;253.18;D;D5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63722621;NY;496.44
64038515;Nov-15;28000.0;Current;28000.0; 60 months;;646.74;C;C4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=64038515;OH;1250.95
56131642;Jul-15;;Current;19175.0; 60 months;14.65;452.66;C;C5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56131642;GA;2247.69
50567695;Jun-15;14000.0;Current;14000.0; 36 months;май.32;;A;A1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50567695;WA;2942.99
56370298;Aug-15;;Fully Paid;10000.0; 60 months;19.19;260.46;E;E3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56370298;FL;10171.05
65139746;Nov-15;6000.0;Current;6000.0; 36 months;ное.49;197.83;;B5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65139746;CA;388.0
55159878;Jul-15;12000.0;Current;12000.0; 36 months;дек.69;402.54;C;C2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55159878;NC;2991.54
57893944;Aug-15;35000.0;Current;35000.0; 36 months;сеп.99;1129.19;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57893944;GA;5626.53
38598730;Jan-15;3000.0;Current;3000.0; 36 months;окт.49;97.5;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38598730;TN;1166.5
65747568;Nov-15;12000.0;Current;12000.0; 36 months;май.32;361.38;A;A1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65747568;CA;996.45
49913409;May-15;12800.0;Current;12800.0; 36 months;14.65;441.53;C;C5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=49913409;PA;3080.29
59091170;Sep-15;23400.0;Current;; 60 months;20.99;632.92;E;E5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59091170;NY;2504.39
56954622;Aug-15;30000.0;Current;30000.0; 36 months;авг.18;942.59;B;B1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56954622;TN;4699.32
54958344;Jul-15;;Current;16925.0; 36 months;18.55;616.56;E;E2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=54958344;FL;3150.37
41276453;Mar-15;3700.0;Current;3700.0; 36 months;13.33;125.26;C;C3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41276453;NJ;1249.86
67878784;Dec-15;6000.0;Issued;6000.0; 36 months;авг.38;;B;B1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=67878784;MN;0.0
52149117;Jun-15;23000.0;Current;23000.0;;дек.69;519.68;C;C2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=52149117;IL;3101.86
45474481;Apr-15;7000.0;Late (31-120 days);7000.0; 36 months;15.61;244.76;D;D1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=45474481;;1217.73
65128530;Nov-15;12425.0;Fully Paid;12425.0; 60 months;21.99;;F;F1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65128530;UT;12923.66
50417769;Jun-15;21850.0;Current;21850.0; 60 months;;561.41;E;E2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50417769;VA;3907.35
39409449;Feb-15;9000.0;Current;9000.0; 36 months;дек.99;303.21;C;C2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39409449;TX;3311.47
38578316;Jan-15;16000.0;Current;16000.0; 60 months;16.49;393.27;;D3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38578316;WA;4403.33
39609270;Jan-15;12000.0;Current;12000.0;;15.59;289.21;D;D1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39609270;IN;3444.54
60375150;Sep-15;17500.0;Current;17500.0; 36 months;сеп.99;564.6;;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60375150;CA;2282.68
63496425;;7000.0;Current;7000.0; 36 months;сеп.17;223.16;B;B2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63496425;VA;455.23
45304395;Apr-15;;Current;15400.0; 36 months;14.65;531.22;C;C5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=45304395;MA;4768.45
54037333;Jul-15;12000.0;Current;12000.0; 36 months;сеп.99;;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=54037333;NY;2309.58
46772994;Apr-15;5225.0;Current;5225.0; 36 months;20.49;195.49;E;E4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46772994;CA;1557.97
66603897;Dec-15;10700.0;Current;10700.0; 60 months;14.48;251.65;C;C5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66603897;;0.0
59231068;Sep-15;15800.0;Late (31-120 days);15800.0; 36 months;16.55;559.79;D;D2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59231068;;1083.26
44143694;Apr-15;21925.0;Current;21925.0; 36 months;13.33;742.23;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=44143694;GA;6663.83
40941692;Feb-15;21000.0;Current;; 60 months;13.33;481.37;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40941692;MI;5263.97
40422955;Feb-15;14000.0;Current;14000.0; 60 months;юли.49;280.47;A;A4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40422955;;3079.34
63887654;Nov-15;10000.0;Current;10000.0; 60 months;юли.89;202.24;A;A5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63887654;PA;400.1
48314311;May-15;10500.0;Current;10500.0; 36 months;сеп.17;334.73;B;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48314311;WY;
57702171;Sep-15;5000.0;Current;5000.0; 36 months;14.65;172.48;C;C5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57702171;OH;697.51
53262976;Jul-15;20000.0;Current;; 60 months;ное.53;440.16;B;B5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=53262976;OH;2615.34
40573312;Feb-15;28000.0;Current;28000.0; 36 months;авг.19;879.88;A;A5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40573312;NY;13187.62
51116162;Jun-15;;Current;1000.0; 36 months;13.33;33.86;C;C3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51116162;NY;235.54
38862362;Jan-15;19200.0;Current;; 36 months;авг.67;607.62;B;B1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38862362;PA;7282.19
64037698;Nov-15;20000.0;Current;20000.0; 36 months;13.67;;C;C4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=64037698;TX;1337.94
63466811;Oct-15;8000.0;Current;8000.0; 36 months;сеп.99;258.1;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63466811;CA;511.76
62072940;Oct-15;21000.0;Current;21000.0; 36 months;сеп.99;677.52;;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=62072940;WA;2009.25
46264664;Apr-15;11200.0;Current;11200.0; 36 months;юли.89;350.4;A;A5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46264664;TX;3148.69
38504905;Jan-15;28000.0;Current;28000.0; 60 months;авг.67;576.76;B;B1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38504905;VA;6907.63
44479117;Apr-15;16800.0;Current;16800.0; 60 months;;376.18;C;C1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=44479117;MI;3374.15
55454181;Jul-15;2775.0;Current;2775.0; 36 months;18.25;100.68;E;E1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55454181;MI;500.59
61429496;Oct-15;35000.0;Current;35000.0; 60 months;16.99;869.66;D;D3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61429496;TX;2575.94
41000818;Feb-15;17625.0;Current;17625.0; 36 months;авг.18;553.77;B;B1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41000818;TX;5529.69
52516486;Jun-15;15000.0;Current;15000.0; 60 months;17.86;;D;D5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=52516486;MD;2304.6
39539790;;14000.0;Current;14000.0; 36 months;дек.99;471.65;C;C2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39539790;CA;5634.54
41120754;Feb-15;5000.0;Current;5000.0; 36 months;авг.18;157.1;B;;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41120754;CO;1723.56
67278651;Dec-15;;Current;9225.0; 36 months;ное.22;302.98;B;B5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=67278651;AZ;291.48
60852395;Oct-15;30000.0;Current;30000.0; 60 months;;697.9;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60852395;OR;2047.07
50577725;Jun-15;10000.0;Current;10000.0; 60 months;20.99;270.48;E;E5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50577725;CO;1881.7
48304647;May-15;5000.0;Current;5000.0; 36 months;13.33;;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48304647;CA;1350.46
61489945;Oct-15;16000.0;Current;16000.0; 60 months;15.61;385.79;D;D1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61489945;NY;1143.49
39350103;Jan-15;6350.0;Fully Paid;; 36 months;22.99;245.78;F;F1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39350103;FL;7285.11
47604538;May-15;35000.0;Current;35000.0; 60 months;;760.82;B;B4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=47604538;TX;6065.19
58120206;Aug-15;13500.0;Current;13500.0; 36 months;сеп.99;435.55;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=58120206;PA;
63506636;Nov-15;10000.0;Current;10000.0; 36 months;юни.89;308.27;;A3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63506636;CA;612.71
60535456;Sep-15;14000.0;Current;14000.0;;май.32;421.61;A;A1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60535456;IL;1682.3
65077299;Nov-15;11000.0;Current;11000.0; 36 months;юли.26;340.96;A;A4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65077299;CA;673.05
55481185;Jul-15;33000.0;Current;33000.0; 60 months;13.33;756.44;C;C3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55481185;KY;3757.76
56582114;Aug-15;4800.0;Current;4800.0; 36 months;13.99;164.03;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56582114;VA;816.42
66462470;Dec-15;14400.0;Current;14400.0; 60 months;дек.59;324.63;C;C2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66462470;MN;314.56
59259704;Sep-15;12000.0;Current;12000.0; 36 months;юли.89;375.43;A;A5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59259704;MD;1496.46
41500284;Feb-15;15000.0;Current;15000.0; 36 months;юни.92;462.61;;A4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41500284;CA;4614.57
65885307;Dec-15;18000.0;Current;18000.0; 36 months;сеп.76;578.79;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65885307;NC;617.83
39560985;Jan-15;16525.0;Current;16525.0; 36 months;15.59;;D;D1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39560985;NV;6325.42
41030705;Feb-15;11375.0;Fully Paid;11375.0; 36 months;21.67;432.48;E;;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41030705;OR;11734.21
39610922;Jan-15;35000.0;Current;35000.0; 60 months;19.24;912.55;E;;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39610922;CO;9963.23
65607130;Dec-15;5000.0;Current;5000.0; 36 months;авг.18;157.1;B;B1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65607130;CA;154.83
45484320;Apr-15;11750.0;Current;11750.0; 36 months;окт.99;384.63;B;;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=45484320;TX;3454.5
65675101;Nov-15;8000.0;Current;8000.0; 36 months;ное.49;263.78;B;B5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65675101;OH;258.67
65483844;Nov-15;18000.0;Current;18000.0; 60 months;13.67;;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65483844;RI;402.09
48695301;May-15;25000.0;Current;25000.0; 36 months;май.93;759.76;A;A1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48695301;CA;6069.84
55411417;Aug-15;3000.0;Current;3000.0; 36 months;16.55;106.29;D;D2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55411417;IL;509.79
65645526;Nov-15;12000.0;Current;12000.0; 60 months;12.май;;C;C1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65645526;LA;259.21
57204375;Jul-15;18000.0;Current;; 60 months;юли.89;364.03;A;A5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57204375;PA;1812.26
63244207;Oct-15;20000.0;Current;; 36 months;окт.99;654.68;B;B4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63244207;NY;1284.94
66585070;Dec-15;25125.0;Current;25125.0;;17.57;632.15;D;D4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66585070;KY;607.63
60596507;Sep-15;15600.0;Current;15600.0; 36 months;16.99;556.11;D;D3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60596507;DC;2194.99
55201787;Jul-15;10000.0;Current;10000.0;;дек.29;333.53;C;C1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55201787;MO;1660.82
56079099;;7200.0;Current;7200.0; 36 months;14.65;248.36;C;C5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56079099;NY;1230.08
67988187;Dec-15;14000.0;Issued;; 60 months;ное.99;311.36;C;C1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=67988187;MN;0.0
38495019;Jan-15;17000.0;Fully Paid;17000.0; 36 months;дек.99;;C;C2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38495019;PA;18115.7
68222250;Dec-15;7000.0;Issued;; 36 months;юли.49;217.72;A;A4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=68222250;KY;0.0
41226716;Mar-15;23000.0;Current;23000.0; 60 months;дек.69;519.68;C;C2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41226716;VA;5180.58
57155474;Aug-15;10000.0;Current;10000.0; 36 months;авг.18;314.2;B;;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57155474;MO;1566.46
